id,Date,Venue,Round,Round.Number,Home.Team,Home.Goals,Home.Behinds,Home.Points,Away.Team,Away.Goals,Away.Behinds,Away.Points,Margin
506,"2017-06-03 16:35:00","Sydney Showground",R11,11,GWS,18,9,117,Essendon,15,11,101,16
507,"2017-06-03 19:25:00",Docklands,R11,11,"North Melbourne",9,12,66,Richmond,14,17,101,-35
508,"2017-06-04 14:40:00",Subiaco,R11,11,Fremantle,12,13,85,Collingwood,15,15,105,-20
509,"2017-06-08 19:20:00",S.C.G.,R12,12,Sydney,12,16,88,Footscray,6,6,42,46
510,"2017-06-09 19:20:00","Adelaide Oval",R12,12,Adelaide,16,15,111,"St Kilda",7,12,54,57
511,"2017-06-10 13:45:00",M.C.G.,R12,12,Hawthorn,12,7,79,"Gold Coast",13,17,95,-16
512,"2017-06-10 16:35:00",Gabba,R12,12,"Brisbane Lions",18,13,121,Fremantle,9,10,64,57
513,"2017-06-10 19:25:00",Docklands,R12,12,Essendon,19,17,131,"Port Adelaide",8,13,61,70
514,"2017-06-11 15:20:00",Docklands,R12,12,Carlton,10,11,71,GWS,9,16,70,1
515,"2017-06-12 15:20:00",M.C.G.,R12,12,Melbourne,15,14,104,Collingwood,15,10,100,4
516,"2017-06-15 18:10:00",Subiaco,R13,13,"West Coast",11,17,83,Geelong,10,10,70,13
517,"2017-06-16 19:50:00",Docklands,R13,13,"North Melbourne",10,12,72,"St Kilda",12,17,89,-17
518,"2017-06-17 13:45:00",M.C.G.,R13,13,Richmond,10,11,71,Sydney,12,8,80,-9
519,"2017-06-17 16:05:00","Adelaide Oval",R13,13,"Port Adelaide",18,13,121,"Brisbane Lions",12,9,81,40
520,"2017-06-17 19:25:00",Carrara,R13,13,"Gold Coast",11,7,73,Carlton,12,11,83,-10
521,"2017-06-18 15:20:00",Docklands,R13,13,Footscray,8,8,56,Melbourne,17,11,113,-57
522,"2017-06-22 19:20:00","Adelaide Oval",R14,14,Adelaide,12,10,82,Hawthorn,14,12,96,-14
523,"2017-06-23 19:50:00",S.C.G.,R14,14,Sydney,11,20,86,Essendon,12,13,85,1
524,"2017-06-24 13:45:00",M.C.G.,R14,14,Collingwood,9,8,62,"Port Adelaide",13,15,93,-31
525,"2017-06-24 16:35:00",Gabba,R14,14,"Brisbane Lions",12,14,86,GWS,22,14,146,-60
526,"2017-06-24 17:40:00",Docklands,R14,14,Footscray,15,17,107,"North Melbourne",16,10,106,1
527,"2017-06-24 19:25:00",Subiaco,R14,14,"West Coast",14,12,96,Melbourne,15,9,99,-3
528,"2017-06-25 13:10:00","Kardinia Park",R14,14,Geelong,10,14,74,Fremantle,11,6,72,2
529,"2017-06-25 15:20:00",M.C.G.,R14,14,Richmond,11,18,84,Carlton,8,10,58,26
530,"2017-06-25 16:40:00",Docklands,R14,14,"St Kilda",14,19,103,"Gold Coast",10,12,72,31
531,"2017-06-30 19:50:00",M.C.G.,R15,15,Melbourne,7,8,50,Sydney,11,19,85,-35
532,"2017-07-01 13:45:00",Docklands,R15,15,Footscray,11,14,80,"West Coast",12,15,87,-7
533,"2017-07-01 14:10:00",M.C.G.,R15,15,Carlton,12,5,77,Adelaide,13,11,89,-12
534,"2017-07-01 16:35:00",Carrara,R15,15,"Gold Coast",18,10,118,"North Melbourne",14,15,99,19
535,"2017-07-01 19:10:00","Sydney Showground",R15,15,GWS,10,8,68,Geelong,10,8,68,0
536,"2017-07-01 19:25:00","Adelaide Oval",R15,15,"Port Adelaide",8,15,63,Richmond,11,10,76,-13
537,"2017-07-02 13:10:00",Docklands,R15,15,Essendon,11,16,82,"Brisbane Lions",13,12,90,-8
538,"2017-07-02 14:40:00",M.C.G.,R15,15,Hawthorn,18,10,118,Collingwood,14,10,94,24
539,"2017-07-02 15:20:00",Subiaco,R15,15,Fremantle,12,8,80,"St Kilda",12,17,89,-9
540,"2017-07-07 19:20:00","Adelaide Oval",R16,16,Adelaide,16,8,104,Footscray,5,15,45,59
541,"2017-07-08 13:45:00","York Park",R16,16,Hawthorn,14,13,97,GWS,15,7,97,0
542,"2017-07-08 14:10:00",M.C.G.,R16,16,Collingwood,12,8,80,Essendon,18,9,117,-37
543,"2017-07-08 16:35:00",S.C.G.,R16,16,Sydney,17,16,118,"Gold Coast",7,9,51,67
544,"2017-07-08 19:25:00",Gabba,R16,16,"Brisbane Lions",11,12,78,Geelong,25,13,163,-85
545,"2017-07-08 19:25:00",Docklands,R16,16,"St Kilda",21,12,138,Richmond,10,11,71,67
546,"2017-07-09 13:10:00",Docklands,R16,16,"North Melbourne",12,10,82,Fremantle,13,8,86,-4
547,"2017-07-09 14:40:00",M.C.G.,R16,16,Carlton,12,10,82,Melbourne,14,6,90,-8
548,"2017-07-09 15:20:00",Subiaco,R16,16,"West Coast",13,10,88,"Port Adelaide",18,12,120,-32
549,"2017-07-14 19:50:00",Docklands,R17,17,"St Kilda",7,15,57,Essendon,17,16,118,-61
550,"2017-07-15 13:40:00",M.C.G.,R17,17,Geelong,13,10,88,Hawthorn,12,13,85,3
551,"2017-07-15 13:45:00","Adelaide Oval",R17,17,"Port Adelaide",19,13,127,"North Melbourne",8,9,57,70
552,"2017-07-15 16:35:00",Carrara,R17,17,"Gold Coast",13,10,88,Collingwood,15,13,103,-15
553,"2017-07-15 19:10:00","Sydney Showground",R17,17,GWS,12,11,83,Sydney,14,12,96,-13
554,"2017-07-15 19:25:00","Marrara Oval",R17,17,Melbourne,10,10,70,Adelaide,17,14,116,-46
555,"2017-07-16 13:10:00",Docklands,R17,17,Richmond,16,16,112,"Brisbane Lions",12,9,81,31
556,"2017-07-16 14:40:00",M.C.G.,R17,17,Carlton,9,8,62,Footscray,12,10,82,-20
557,"2017-07-16 15:20:00",Subiaco,R17,17,Fremantle,5,14,44,"West Coast",11,8,74,-30
558,"2017-07-21 19:20:00","Adelaide Oval",R18,18,Adelaide,13,13,91,Geelong,10,10,70,21
559,"2017-07-22 13:45:00",Docklands,R18,18,Essendon,20,12,132,"North Melbourne",16,9,105,27
560,"2017-07-22 14:10:00",M.C.G.,R18,18,Melbourne,13,10,88,"Port Adelaide",9,11,65,23
561,"2017-07-22 16:35:00","Cazaly's Stadium",R18,18,Footscray,16,14,110,"Gold Coast",8,8,56,54
562,"2017-07-22 17:40:00",S.C.G.,R18,18,Sydney,14,17,101,"St Kilda",9,5,59,42
563,"2017-07-22 19:25:00",Subiaco,R18,18,Fremantle,7,6,48,Hawthorn,15,10,100,-52
564,"2017-07-23 13:10:00",M.C.G.,R18,18,Richmond,9,10,64,GWS,6,9,45,19
565,"2017-07-23 15:20:00",Docklands,R18,18,Collingwood,13,15,93,"West Coast",13,7,85,8
566,"2017-07-23 16:40:00",Gabba,R18,18,"Brisbane Lions",17,10,112,Carlton,11,16,82,30
567,"2017-07-28 19:50:00",M.C.G.,R19,19,Hawthorn,10,12,72,Sydney,9,12,66,6
568,"2017-07-29 13:45:00","Bellerive Oval",R19,19,"North Melbourne",11,10,76,Melbourne,10,12,72,4
569,"2017-07-29 14:10:00","Sydney Showground",R19,19,GWS,13,20,98,Fremantle,13,8,86,12
570,"2017-07-29 16:05:00","Adelaide Oval",R19,19,"Port Adelaide",9,9,63,"St Kilda",8,13,61,2
571,"2017-07-29 19:25:00",Docklands,R19,19,Carlton,8,10,58,Geelong,18,15,123,-65
572,"2017-07-29 19:25:00",Carrara,R19,19,"Gold Coast",10,5,65,Richmond,14,14,98,-33
573,"2017-07-30 13:10:00",Docklands,R19,19,Footscray,19,13,127,Essendon,13,19,97,30
574,"2017-07-30 14:40:00",M.C.G.,R19,19,Collingwood,15,13,103,Adelaide,16,7,103,0
575,"2017-07-30 15:20:00",Subiaco,R19,19,"West Coast",17,11,113,"Brisbane Lions",6,9,45,68
576,"2017-08-04 19:50:00","Kardinia Park",R20,20,Geelong,8,13,61,Sydney,16,11,107,-46
577,"2017-08-05 13:45:00","Manuka Oval",R20,20,GWS,14,13,97,Melbourne,10,2,62,35
578,"2017-08-05 14:10:00",M.C.G.,R20,20,Essendon,11,18,84,Carlton,11,10,76,8
579,"2017-08-05 16:35:00",Gabba,R20,20,"Brisbane Lions",13,11,89,Footscray,14,19,103,-14
580,"2017-08-05 17:40:00",Docklands,R20,20,"North Melbourne",7,15,57,Collingwood,16,15,111,-54
581,"2017-08-05 19:25:00",Subiaco,R20,20,Fremantle,12,18,90,"Gold Coast",10,7,67,23
582,"2017-08-06 13:10:00",Docklands,R20,20,"St Kilda",15,13,103,"West Coast",14,11,95,8
583,"2017-08-06 15:20:00",M.C.G.,R20,20,Richmond,13,15,93,Hawthorn,9,10,64,29
584,"2017-08-06 16:10:00","Adelaide Oval",R20,20,Adelaide,18,22,130,"Port Adelaide",7,4,46,84
585,"2017-08-11 19:50:00",Docklands,R21,21,Footscray,7,15,57,GWS,16,9,105,-48
586,"2017-08-12 13:45:00",S.C.G.,R21,21,Sydney,22,11,143,Fremantle,5,9,39,104
587,"2017-08-12 14:10:00","Kardinia Park",R21,21,Geelong,11,14,80,Richmond,9,12,66,14
588,"2017-08-12 16:35:00",Gabba,R21,21,"Brisbane Lions",22,10,142,"Gold Coast",12,12,84,58
589,"2017-08-12 17:40:00",Docklands,R21,21,Essendon,12,8,80,Adelaide,18,15,123,-43
590,"2017-08-12 19:25:00",Subiaco,R21,21,"West Coast",15,10,100,Carlton,12,11,83,17
591,"2017-08-13 13:10:00",M.C.G.,R21,21,Melbourne,14,12,96,"St Kilda",10,12,72,24
592,"2017-08-13 15:20:00","York Park",R21,21,Hawthorn,18,8,116,"North Melbourne",14,5,89,27
593,"2017-08-13 16:10:00","Adelaide Oval",R21,21,"Port Adelaide",14,14,98,Collingwood,10,11,71,27
594,"2017-08-18 19:20:00","Adelaide Oval",R22,22,Adelaide,11,14,80,Sydney,13,5,83,-3
595,"2017-08-19 13:45:00","Eureka Stadium",R22,22,Footscray,11,13,79,"Port Adelaide",14,12,96,-17
596,"2017-08-19 14:10:00",M.C.G.,R22,22,Collingwood,9,5,59,Geelong,10,10,70,-11
597,"2017-08-19 16:35:00","Sydney Showground",R22,22,GWS,12,9,81,"West Coast",9,6,60,21
598,"2017-08-19 19:25:00",Docklands,R22,22,Carlton,12,5,77,Hawthorn,10,10,70,7
599,"2017-08-19 19:25:00",Carrara,R22,22,"Gold Coast",9,3,57,Essendon,12,18,90,-33
600,"2017-08-20 13:10:00",M.C.G.,R22,22,Melbourne,16,8,104,"Brisbane Lions",14,7,91,13
601,"2017-08-20 14:40:00",Docklands,R22,22,"St Kilda",18,19,127,"North Melbourne",12,6,78,49
602,"2017-08-20 15:20:00",Subiaco,R22,22,Fremantle,7,9,51,Richmond,25,5,155,-104
603,"2017-08-25 19:50:00",Docklands,R23,23,Hawthorn,15,9,99,Footscray,13,12,90,9
604,"2017-08-26 13:45:00",M.C.G.,R23,23,Collingwood,14,15,99,Melbourne,12,11,83,16
605,"2017-08-26 14:10:00",Gabba,R23,23,"Brisbane Lions",11,13,79,"North Melbourne",19,16,130,-51
606,"2017-08-26 16:35:00",S.C.G.,R23,23,Sydney,21,12,138,Carlton,8,9,57,81
607,"2017-08-26 19:10:00","Kardinia Park",R23,23,Geelong,15,13,103,GWS,8,11,59,44
608,"2017-08-26 19:25:00","Adelaide Oval",R23,23,"Port Adelaide",20,15,135,"Gold Coast",3,2,20,115
609,"2017-08-27 13:10:00",Docklands,R23,23,Essendon,16,11,107,Fremantle,14,8,92,15
610,"2017-08-27 14:40:00",M.C.G.,R23,23,Richmond,19,8,122,"St Kilda",12,9,81,41
611,"2017-08-27 15:20:00",Subiaco,R23,23,"West Coast",15,10,100,Adelaide,10,11,71,29
612,"2017-09-07 19:20:00","Adelaide Oval",QF,24,Adelaide,12,12,84,GWS,6,12,48,36
613,"2017-09-08 19:50:00",M.C.G.,QF,24,Richmond,13,13,91,Geelong,5,10,40,51
614,"2017-09-09 16:20:00",S.C.G.,EF,24,Sydney,19,7,121,Essendon,8,8,56,65
615,"2017-09-09 19:20:00","Adelaide Oval",EF,24,"West Coast",12,6,78,"Port Adelaide",10,16,76,2
616,"2017-09-15 19:50:00",M.C.G.,SF,25,Geelong,15,8,98,Sydney,5,9,39,59
617,"2017-09-16 19:25:00","Sydney Showground",SF,25,GWS,19,11,125,"West Coast",9,4,58,67
618,"2017-09-22 19:20:00","Adelaide Oval",PF,26,Adelaide,21,10,136,Geelong,10,15,75,61
619,"2017-09-23 16:45:00",M.C.G.,PF,26,Richmond,15,13,103,GWS,9,13,67,36
620,"2017-09-30 14:30:00",M.C.G.,GF,27,Richmond,16,12,108,Adelaide,8,12,60,48
621,"2018-03-22 19:25:00",M.C.G.,R1,1,Richmond,17,19,121,Carlton,15,5,95,26
622,"2018-03-23 19:50:00",Docklands,R1,1,Essendon,14,15,99,Adelaide,12,15,87,12
623,"2018-03-24 15:35:00",Docklands,R1,1,"St Kilda",16,11,107,"Brisbane Lions",12,10,82,25
624,"2018-03-24 16:05:00","Adelaide Oval",R1,1,"Port Adelaide",16,14,110,Fremantle,9,6,60,50
625,"2018-03-24 18:25:00",M.C.G.,R1,1,Hawthorn,15,11,101,Collingwood,9,13,67,34
626,"2018-03-24 19:25:00","Cazaly's Stadium",R1,1,"Gold Coast",7,13,55,"North Melbourne",5,9,39,16
627,"2018-03-25 13:10:00","Manuka Oval",R1,1,GWS,20,13,133,Footscray,7,9,51,82
628,"2018-03-25 15:20:00",M.C.G.,R1,1,Melbourne,13,16,94,Geelong,14,13,97,-3
629,"2018-03-25 16:20:00","Perth Stadium",R1,1,"West Coast",13,8,86,Sydney,18,7,115,-29
630,"2018-03-29 19:20:00","Adelaide Oval",R2,2,Adelaide,18,10,118,Richmond,12,10,82,36
631,"2018-03-30 16:20:00",Docklands,R2,2,"North Melbourne",13,17,95,"St Kilda",5,13,43,52
632,"2018-03-31 13:45:00",Docklands,R2,2,Carlton,9,13,67,"Gold Coast",15,11,101,-34
633,"2018-03-31 16:35:00",M.C.G.,R2,2,Collingwood,12,7,79,GWS,15,5,95,-16
634,"2018-03-31 17:10:00",Gabba,R2,2,"Brisbane Lions",10,14,74,Melbourne,14,16,100,-26
635,"2018-03-31 18:25:00","Perth Stadium",R2,2,Fremantle,16,10,106,Essendon,14,6,90,16
636,"2018-04-01 15:20:00",Docklands,R2,2,Footscray,9,16,70,"West Coast",18,13,121,-51
637,"2018-04-01 16:40:00",S.C.G.,R2,2,Sydney,10,11,71,"Port Adelaide",14,10,94,-23
638,"2018-04-02 15:20:00",M.C.G.,R2,2,Geelong,18,9,117,Hawthorn,17,16,118,-1
639,"2018-04-06 19:50:00",M.C.G.,R3,3,Carlton,11,10,76,Collingwood,16,4,100,-24
640,"2018-04-07 13:15:00","Adelaide Oval",R3,3,"Port Adelaide",14,13,97,"Brisbane Lions",14,8,92,5
641,"2018-04-07 14:10:00",M.C.G.,R3,3,Melbourne,18,15,123,"North Melbourne",13,8,86,37
642,"2018-04-07 14:35:00","Perth Stadium",R3,3,"Gold Coast",10,8,68,Fremantle,13,18,96,-28
643,"2018-04-07 19:25:00",Docklands,R3,3,"St Kilda",7,13,55,Adelaide,15,14,104,-49
644,"2018-04-07 19:25:00",S.C.G.,R3,3,Sydney,16,7,103,GWS,12,15,87,16
645,"2018-04-08 13:10:00",M.C.G.,R3,3,Richmond,15,12,102,Hawthorn,13,11,89,13
646,"2018-04-08 14:40:00",Docklands,R3,3,Footscray,14,20,104,Essendon,12,11,83,21
647,"2018-04-08 15:20:00","Perth Stadium",R3,3,"West Coast",14,11,95,Geelong,11,14,80,15
648,"2018-04-13 19:20:00","Adelaide Oval",R4,4,Adelaide,9,4,58,Collingwood,16,10,106,-48
649,"2018-04-14 13:45:00","Manuka Oval",R4,4,GWS,11,16,82,Fremantle,7,9,51,31
650,"2018-04-14 14:10:00",M.C.G.,R4,4,Richmond,16,14,110,"Brisbane Lions",2,5,17,93
651,"2018-04-14 16:35:00",Docklands,R4,4,Footscray,11,13,79,Sydney,13,8,86,-7
652,"2018-04-14 18:10:00","Bellerive Oval",R4,4,"North Melbourne",18,8,116,Carlton,4,6,30,86
653,"2018-04-14 19:25:00","Perth Stadium",R4,4,"West Coast",21,13,139,"Gold Coast",9,5,59,80
654,"2018-04-15 13:10:00",Docklands,R4,4,Essendon,16,10,106,"Port Adelaide",12,12,84,22
655,"2018-04-15 15:20:00",M.C.G.,R4,4,Hawthorn,18,7,115,Melbourne,6,12,48,67
656,"2018-04-15 16:40:00","Kardinia Park",R4,4,Geelong,15,13,103,"St Kilda",7,14,56,47
657,"2018-04-20 19:50:00",S.C.G.,R5,5,Sydney,10,15,75,Adelaide,12,13,85,-10
658,"2018-04-21 13:45:00",Docklands,R5,5,"St Kilda",10,13,73,GWS,9,19,73,0
659,"2018-04-21 16:35:00",M.C.G.,R5,5,Carlton,10,9,69,"West Coast",10,19,79,-10
660,"2018-04-21 18:15:00","Adelaide Oval",R5,5,"Port Adelaide",7,8,50,Geelong,12,12,84,-34
661,"2018-04-21 19:10:00","Perth Stadium",R5,5,Fremantle,16,12,108,Footscray,8,6,54,54
662,"2018-04-22 15:20:00",Docklands,R5,5,"North Melbourne",14,14,98,Hawthorn,11,4,70,28
663,"2018-04-22 16:45:00",Gabba,R5,5,"Brisbane Lions",10,11,71,"Gold Coast",11,10,76,-5
664,"2018-04-24 19:25:00",M.C.G.,R5,5,Melbourne,8,8,56,Richmond,15,12,102,-46
665,"2018-04-25 15:20:00",M.C.G.,R5,5,Collingwood,14,17,101,Essendon,7,10,52,49
666,"2018-04-27 19:50:00",Docklands,R6,6,Footscray,11,14,80,Carlton,8,11,59,21
667,"2018-04-28 13:45:00","Kardinia Park",R6,6,Geelong,10,9,69,Sydney,12,14,86,-17
668,"2018-04-28 14:10:00",Docklands,R6,6,"North Melbourne",10,9,69,"Port Adelaide",15,12,102,-33
669,"2018-04-28 16:35:00","Sydney Showground",R6,6,GWS,10,17,77,"Brisbane Lions",5,13,43,34
670,"2018-04-28 19:10:00","York Park",R6,6,Hawthorn,13,11,89,"St Kilda",7,12,54,35
671,"2018-04-28 19:25:00","Adelaide Oval",R6,6,Adelaide,16,14,110,"Gold Coast",9,8,62,48
672,"2018-04-29 13:10:00",Docklands,R6,6,Essendon,10,12,72,Melbourne,16,12,108,-36
673,"2018-04-29 14:40:00",M.C.G.,R6,6,Collingwood,10,10,70,Richmond,16,17,113,-43
674,"2018-04-29 15:20:00","Perth Stadium",R6,6,Fremantle,12,9,81,"West Coast",13,11,89,-8
675,"2018-05-04 19:50:00","Kardinia Park",R7,7,Geelong,14,9,93,GWS,4,8,32,61
676,"2018-05-05 13:45:00","Eureka Stadium",R7,7,Footscray,11,15,81,"Gold Coast",10,12,72,9
677,"2018-05-05 14:10:00",M.C.G.,R7,7,Essendon,10,7,67,Hawthorn,13,12,90,-23
678,"2018-05-05 14:35:00","Perth Stadium",R7,7,"West Coast",16,6,102,"Port Adelaide",9,6,60,42
679,"2018-05-05 19:10:00",S.C.G.,R7,7,Sydney,9,12,66,"North Melbourne",9,14,68,-2
680,"2018-05-05 19:25:00","Adelaide Oval",R7,7,Adelaide,19,11,125,Carlton,10,10,70,55
681,"2018-05-06 13:10:00",M.C.G.,R7,7,Richmond,15,20,110,Fremantle,4,9,33,77
682,"2018-05-06 15:20:00",Docklands,R7,7,"St Kilda",9,13,67,Melbourne,16,10,106,-39
683,"2018-05-06 16:40:00",Gabba,R7,7,"Brisbane Lions",18,6,114,Collingwood,19,7,121,-7
684,"2018-05-11 19:50:00",M.C.G.,R8,8,Hawthorn,10,11,71,Sydney,12,7,79,-8
685,"2018-05-12 13:45:00","Sydney Showground",R8,8,GWS,8,13,61,"West Coast",12,14,86,-25
686,"2018-05-12 14:10:00",M.C.G.,R8,8,Carlton,14,7,91,Essendon,10,18,78,13
687,"2018-05-12 16:35:00",Gabba,R8,8,"Gold Coast",11,11,77,Melbourne,21,20,146,-69
688,"2018-05-12 16:40:00","Adelaide Oval",R8,8,"Port Adelaide",14,11,95,Adelaide,14,6,90,5
689,"2018-05-12 18:10:00",Docklands,R8,8,Footscray,16,11,107,"Brisbane Lions",14,9,93,14
690,"2018-05-12 19:25:00","Perth Stadium",R8,8,Fremantle,13,11,89,"St Kilda",8,11,59,30
691,"2018-05-13 13:10:00",Docklands,R8,8,"North Melbourne",11,6,72,Richmond,12,10,82,-10
692,"2018-05-13 15:20:00",M.C.G.,R8,8,Collingwood,5,15,45,Geelong,9,12,66,-21
693,"2018-05-18 19:20:00","Adelaide Oval",R9,9,Adelaide,9,9,63,Footscray,2,14,26,37
694,"2018-05-19 13:15:00","Jiangwan Stadium",R9,9,"Gold Coast",6,6,42,"Port Adelaide",11,16,82,-40
695,"2018-05-19 13:45:00","Bellerive Oval",R9,9,"North Melbourne",17,10,112,GWS,9,15,69,43
696,"2018-05-19 16:35:00",M.C.G.,R9,9,Essendon,12,12,84,Geelong,7,8,50,34
697,"2018-05-19 19:25:00",Docklands,R9,9,"St Kilda",10,12,72,Collingwood,15,10,100,-28
698,"2018-05-19 19:25:00",S.C.G.,R9,9,Sydney,17,9,111,Fremantle,7,10,52,59
699,"2018-05-20 13:10:00",M.C.G.,R9,9,Carlton,7,8,50,Melbourne,25,9,159,-109
700,"2018-05-20 14:40:00",Gabba,R9,9,"Brisbane Lions",20,9,129,Hawthorn,11,7,73,56
701,"2018-05-20 15:20:00","Perth Stadium",R9,9,"West Coast",20,10,130,Richmond,12,11,83,47
702,"2018-05-25 19:50:00",Docklands,R10,10,Collingwood,13,12,90,Footscray,8,7,55,35
703,"2018-05-26 13:45:00",M.C.G.,R10,10,Richmond,15,15,105,"St Kilda",12,5,77,28
704,"2018-05-26 16:35:00",Gabba,R10,10,"Brisbane Lions",6,13,49,Sydney,10,7,67,-18
705,"2018-05-26 19:25:00","Kardinia Park",R10,10,Geelong,11,7,73,Carlton,5,15,45,28
706,"2018-05-26 19:25:00","Sydney Showground",R10,10,GWS,8,12,60,Essendon,14,11,95,-35
707,"2018-05-27 13:10:00",Docklands,R10,10,Hawthorn,9,6,60,"West Coast",11,9,75,-15
708,"2018-05-27 14:40:00","Traeger Park",R10,10,Melbourne,23,8,146,Adelaide,8,7,55,91
709,"2018-05-27 14:50:00","Perth Stadium",R10,10,Fremantle,8,10,58,"North Melbourne",12,14,86,-28
710,"2018-06-01 19:50:00",S.C.G.,R11,11,Sydney,13,13,91,Carlton,9,7,61,30
711,"2018-06-02 13:45:00",Docklands,R11,11,Footscray,7,9,51,Melbourne,15,10,100,-49
712,"2018-06-02 14:10:00","York Park",R11,11,Hawthorn,9,10,64,"Port Adelaide",9,7,61,3
713,"2018-06-02 16:35:00",Carrara,R11,11,"Gold Coast",4,12,36,Geelong,17,19,121,-85
714,"2018-06-02 18:10:00",M.C.G.,R11,11,Essendon,6,7,43,Richmond,17,12,114,-71
715,"2018-06-02 19:25:00","Perth Stadium",R11,11,"West Coast",16,5,101,"St Kilda",14,4,88,13
716,"2018-06-03 13:10:00",Docklands,R11,11,"North Melbourne",21,15,141,"Brisbane Lions",12,15,87,54
717,"2018-06-03 15:20:00",M.C.G.,R11,11,Collingwood,21,12,138,Fremantle,12,5,77,61
718,"2018-06-03 16:10:00","Adelaide Oval",R11,11,Adelaide,11,15,81,GWS,14,13,97,-16
719,"2018-06-08 19:20:00","Adelaide Oval",R12,12,"Port Adelaide",10,12,72,Richmond,8,10,58,14
720,"2018-06-09 13:45:00","Kardinia Park",R12,12,Geelong,14,12,96,"North Melbourne",8,11,59,37
721,"2018-06-09 16:35:00","Sydney Showground",R12,12,GWS,20,14,134,"Gold Coast",4,2,26,108
722,"2018-06-09 19:25:00",Docklands,R12,12,"St Kilda",7,13,55,Sydney,19,12,126,-71
723,"2018-06-10 13:10:00",Gabba,R12,12,"Brisbane Lions",8,14,62,Essendon,12,12,84,-22
724,"2018-06-10 14:40:00","Perth Stadium",R12,12,Fremantle,10,11,71,Adelaide,9,14,68,3
725,"2018-06-11 15:20:00",M.C.G.,R12,12,Melbourne,14,7,91,Collingwood,20,13,133,-42
726,"2018-06-14 19:20:00","Adelaide Oval",R13,13,"Port Adelaide",20,12,132,Footscray,11,9,75,57
727,"2018-06-15 19:50:00",S.C.G.,R13,13,Sydney,10,12,72,"West Coast",7,15,57,15
728,"2018-06-16 13:45:00",Docklands,R13,13,Carlton,6,10,46,Fremantle,15,13,103,-57
729,"2018-06-16 16:35:00",Carrara,R13,13,"Gold Coast",11,12,78,"St Kilda",11,14,80,-2
730,"2018-06-16 19:25:00",M.C.G.,R13,13,Hawthorn,12,16,88,Adelaide,4,8,32,56
731,"2018-06-17 15:20:00",M.C.G.,R13,13,Geelong,9,11,65,Richmond,12,11,83,-18
732,"2018-06-21 18:10:00","Perth Stadium",R14,14,"West Coast",6,16,52,Essendon,12,8,80,-28
733,"2018-06-22 19:20:00","Adelaide Oval",R14,14,"Port Adelaide",11,9,75,Melbourne,9,11,65,10
734,"2018-06-23 13:45:00","York Park",R14,14,Hawthorn,13,18,96,"Gold Coast",5,13,43,53
735,"2018-06-23 16:35:00",Gabba,R14,14,"Brisbane Lions",12,10,82,GWS,16,13,109,-27
736,"2018-06-23 19:25:00",Docklands,R14,14,Footscray,11,9,75,"North Melbourne",12,5,77,-2
737,"2018-06-24 15:20:00",M.C.G.,R14,14,Collingwood,11,13,79,Carlton,9,5,59,20
738,"2018-06-28 19:20:00",Docklands,R15,15,Richmond,14,9,93,Sydney,11,1,67,26
739,"2018-06-29 19:50:00",Docklands,R15,15,Footscray,16,7,103,Geelong,15,11,101,2
740,"2018-06-30 13:45:00",M.C.G.,R15,15,Carlton,10,9,69,"Port Adelaide",13,12,90,-21
741,"2018-06-30 16:05:00","Adelaide Oval",R15,15,Adelaide,12,16,88,"West Coast",12,6,78,10
742,"2018-06-30 19:25:00",Carrara,R15,15,"Gold Coast",8,12,60,Collingwood,14,15,99,-39
743,"2018-06-30 19:25:00","Sydney Showground",R15,15,GWS,13,17,95,Hawthorn,13,6,84,11
744,"2018-07-01 13:10:00",M.C.G.,R15,15,Melbourne,18,9,117,"St Kilda",18,11,119,-2
745,"2018-07-01 14:40:00",Docklands,R15,15,Essendon,19,11,125,"North Melbourne",16,12,108,17
746,"2018-07-01 15:20:00","Perth Stadium",R15,15,Fremantle,9,10,64,"Brisbane Lions",18,11,119,-55
747,"2018-07-05 19:20:00",S.C.G.,R16,16,Sydney,9,5,59,Geelong,8,23,71,-12
748,"2018-07-06 19:50:00",M.C.G.,R16,16,Richmond,15,13,103,Adelaide,8,8,56,47
749,"2018-07-07 13:45:00",Gabba,R16,16,"Brisbane Lions",18,12,120,Carlton,7,13,55,65
750,"2018-07-07 16:05:00","Adelaide Oval",R16,16,"Port Adelaide",12,14,86,"St Kilda",7,8,50,36
751,"2018-07-07 19:10:00",Docklands,R16,16,Footscray,9,5,59,Hawthorn,19,8,122,-63
752,"2018-07-07 19:25:00","Marrara Oval",R16,16,Melbourne,13,24,102,Fremantle,7,6,48,54
753,"2018-07-08 13:10:00",Docklands,R16,16,"North Melbourne",14,11,95,"Gold Coast",8,10,58,37
754,"2018-07-08 14:40:00",M.C.G.,R16,16,Essendon,9,8,62,Collingwood,12,6,78,-16
755,"2018-07-08 15:20:00","Perth Stadium",R16,16,"West Coast",13,8,86,GWS,10,15,75,11
756,"2018-07-12 19:20:00","Adelaide Oval",R17,17,Adelaide,16,16,112,Geelong,14,13,97,15
757,"2018-07-13 19:50:00",Docklands,R17,17,"St Kilda",16,20,116,Carlton,7,10,52,64
758,"2018-07-14 13:45:00","York Park",R17,17,Hawthorn,9,11,65,"Brisbane Lions",15,8,98,-33
759,"2018-07-14 16:35:00",M.C.G.,R17,17,Melbourne,18,11,119,Footscray,10,9,69,50
